gazetteer_title,stream_name,tributary_side,primary_county,origin,flow_description,destination_details,additional_data,canvas_fragment,image,current_alphabet_letter
Gazetteer of Surface Waters of Iowa,"Competine Creek, West",Left,Jefferson County,"T. 73 N., R. 11 W.","flows south 8 miles into Cedar Creek (tributary through Skunk River to the Mississippi) in Jefferson County, T. 72 N., R. 11 W.",Cedar Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=411,1246,2213,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Contention Creek,Right,Scott County,"T. 80 N., R. 3 E.","flows north 6 miles into Wapsipinicon River (tributary to the Mississippi) in Scott County, T. 80 N., R. 3 E.",Wapsipinicon River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=409,1453,2218,58",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Cookoo Creek,Left,Monroe County,"sec. 28, T. 73 N., R. 19 W.","flows northeast 5 miles into Cedar Creek, sec. 7, T. 73 N., R. 18 W.",Cedar Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=409,1667,2218,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Coon Creek,Left,Iowa County,"sec. 4, T. 81 N., R. 12 W.","flows southeast 5 miles into Iowa River (tributary to the Mississippi) in sec. 13, T. 81 N., R. 11 W.",Iowa River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=409,1807,2220,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Coon River.,,,,(See Raccoon River.),,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=409,1948,972,50",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Cooper Creek,Right,Wayne County,"T. 68 N., R. 20 W.","flows east 19 miles into Chariton River (tributary to Missouri River) in Appanoose County, sec. 21, T. 69 N., R. 17 W.",Chariton River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=409,2019,2218,50",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Copper Creek,Right,Jackson County,"T. 84 N., R. 5 E.",flows northwest 5 miles into Deep Creek (tributary through Maquoketa River to the Mississippi).,Deep Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,2229,2221,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Cotton Creek,Left,Warren County,"T. 74 N., R. 23 W.","flows northeast 8 miles into White Breast River (tributary through Des Moines River to the Mississippi) in sec. 27, T. 74 N., R. 22 W.",White Breast River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,2368,2218,52",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Cottonwood Creek,Left,Woodbury County,"sec. 21, T. 86 N., R. 44 W.","flows west 5 miles into Wolf Creek (tributary through West Fork of Little Sioux River to Little Sioux River and thus to the Missouri) in Woodbury County, sec. 35, T. 86 N., R. 45 W.",Wolf Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,2579,2223,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Cox Creek,Right,Clayton County,"T. 91 N., R. 5 W., at altitude 1,200 feet","flows north 9 miles into Volga River in Clayton County, T. 92 N., R. 3 W., at altitude 720 feet.",Volga River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,2859,2221,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Crabapple Creek,Left,Linn County,"T. 85 N., R. 6 W.","flows south 7½ miles into Big Creek (tributary through Cedar River to Iowa River and thus to the Mississippi) in Linn County, T. 83 N., R 5 W.",Big Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,3070,2221,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Crane Creek,Right,Bremer County,"T. 93 N., R. 13 W.","flows southeast 8½ miles, south 10 miles, and southeast 10½ miles into Wapsipinicon River (tributary to the Mississippi) in Blackhawk County, T. 90 N., R. 11 W.",Wapsipinicon River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,3278,2218,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Crane Creek,Right,Cerro Gordo County,"sec. 34, T. 96 N., R. 21 W.","flows northeast 5 miles into Willow Creek (tributary through Lime Creek to Shellrock River, a branch of Cedar River, which discharges into the Mississippi through Iowa River).",Willow Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,3489,2218,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Crane Creek,Right,Howard County,"T. 99 N., R. 14 W.","flows southeast 40 miles and east 4 miles into Little Turkey River (tributary through Turkey River to the Mississippi) in Fayette County, T. 95 N., R. 10 W.",Little Turkey River,At Alpha an 11½-foot head develops 100 horsepower.,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,3699,2215,51",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Crooked Creek,Left,Cedar County,"T. 80 N., R. 2 W., at Tipton","flows southeast 10 miles into Cedar River (tributary through Iowa River to the Mississippi) in Cedar County, sec. 13, T. 79 N., R. 3 W.",Cedar River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018#xywh=406,3981,2211,49",0018_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0018.jpg,C
Gazetteer of Surface Waters of Iowa,Crooked Creek,Left,Hamilton County,"sec. 36, T. 87 N., R. 26 W.",flows south 5 3/4 miles into Squaw Creek,"Squaw Creek (tributary through Skunk River to the Mississippi) in Hamilton County, sec. 25, T. 86 N., R. 26 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=71,360,2198,58",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Crooked Creek,Right,Ringgold County,"T. 70 N., R. 29 W.",flows southeast 10 miles into West Grand River,"West Grand River in Ringgold County, T. 68 N., R. 30 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=72,562,2206,67",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Crooked Creek,Right,Taylor County,"T. 70 N., R. 33 W.",flows south 3 miles into Middle Fork of One Hundred and Two River,"Middle Fork of One Hundred and Two River in Taylor County, T. 70 N., R. 33 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=73,709,2203,51",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Crooked Creek,Left,Washington County,"junction of East and West forks of Crooked Creek in T. 74 N., R. 7 W.",flows southwest 9 miles into Skunk River,"Skunk River (tributary to the Mississippi) in Washington County, T. 74 N., R. 7 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=71,911,2205,63",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Crooked Creek,Right,Webster County,"sec. 5, T. 87 N., R. 28 W.",flows east 5 miles into Des Moines River,"Des Moines River (tributary to the Mississippi) in sec. 18, T. 87 N., R. 27 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=73,1124,2205,51",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,"Crooked Creek, East Fork",Left,Des Moines County,"T. 72 N., R. 4 W.",flows northeast 17 miles into Crooked Creek,"Crooked Creek (tributary through Skunk River to the Mississippi) in Washington County, T. 74 N., R. 7 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=72,1326,2206,64",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,"Crooked Creek, West Fork",Right,Keokuk County,"T. 77 N., R. 10 W.",flows southeast 30 miles into Crooked Creek,"Crooked Creek (tributary through Skunk River to the Mississippi) in Washington County, T. 74 N., R 7 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=75,1536,2207,60",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Crow Creek,Right,Scott County,"sec. 18, T. 79 N., R. 4 E.",flows southeast 13 miles into Mississippi River,"Mississippi River in Scott County, sec. 24, T. 78 N., R. 4 E.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=76,1749,2209,51",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Crow Creek,Right,Warren County,"T. 75 N., R. 22 W.",flows north 11 miles into Coal Creek,"Coal Creek (tributary through South River to Des Moines River and thus to the Mississippi) in Marion County, T. 76 N., R. 21 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=76,1889,2206,50",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Curran Branch,Right,Dubuque County,"T. 88 N., R. 1 W.",flows southeast 6 miles into Whitewater Creek,"Whitewater Creek (tributary through North Fork of Maquoketa River to Maquoketa River and thus to the Mississippi) in Dubuque County, T. 87 N., R. 1 E.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=76,2098,2210,50",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Cylinder Creek,Left,Palo Alto County,"Medium Lake, T. 96 N., R. 32 W.",flows southeast and south 12 miles into Des Moines River,"Des Moines River (tributary to the Mississippi) in Palo Alto County, sec. 30, T. 95 N., R. 31 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=73,2376,2209,49",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Davids Creek,Left,Audubon County,"T. 80 N., R. 34 W.",flows southwest 16 miles into East Nishnabotna River,"East Nishnabotna River (tributary to Nishnabotna River, which discharges into the Missouri) in Audubon County, T. 78 N., R. 35 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=71,2584,2211,51",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Davis Creek,Right,Washington County,"T. 76 N., R. 7 W.",flows east 12 miles into Iowa River,"Iowa River (tributary to the Mississippi) in Washington County, sec. 36, T. 77 N., R. 6 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=76,2791,2209,51",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Dead Mans Run,Right,Woodbury County,"sec. 3, T. 88 N., R. 46 W.",flows south and southeast 5 miles into a swamp in the headwaters of Whiskey Creek,"Whiskey Creek (tributary through West Fork of Little Sioux River to Little Sioux River and thus to the Missouri) in sec. 22, T. 88 N., R. 46 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=76,2998,2210,50",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Deep Creek,Right,Clayton County,,a creek 2 miles long which flows in a southeasterly direction into Volga River,Volga River (tributary through Turkey River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=76,3261,2209,50",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Deep Creek,Right,Clinton County,"T. 82 N., R. 4 E.",flows northeast 18 miles into Maquoketa River,"Maquoketa River (tributary to the Mississippi) in Jackson County, T. 84 N., R. 5 E.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=77,3459,2208,53",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Deep Creek,Left,Iowa County,"T. 79 N., R. 12 W.",flows south 4 1/2 miles into North English River,"North English River (tributary through English River to Iowa River and thus to the Mississippi) in T. 79 N., R. 12 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=77,3656,2208,53",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Deep Creek,Left,Sioux County,"T. 94 N., R. 43 W.","flows southwest 13, west 7, and southwest 3 miles into Floyd River","Floyd River (tributary to the Missouri) at Le Mars, T. 92 N., R. 45 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019#xywh=77,3853,2205,61",0019_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0019.jpg,C
Gazetteer of Surface Waters of Iowa,Deep River,Right,Poweshiek County,"T. 79 N., R. 15 W.",flows southeast 17½ miles into North English River,"into North English River (tributary through English River to Iowa River and thus to the Mississippi) in Iowa County, T. 78 N., R. 12 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=335,344,2220,60",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
Gazetteer of Surface Waters of Iowa,Deer Creek,Right,Guthrie County,"sec. 21, T. 78 N., R. 31 W.",flows east 7 miles into South Raccoon River,"into South Raccoon River (tributary through Raccoon River to Des Moines River and thus to the Mississippi) in Guthrie County, sec. 15, T. 78 N., R. 30 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=331,553,2227,61",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
Gazetteer of Surface Waters of Iowa,Deer Creek,Left,Iowa County,"T. 78 N., R. 9 W.",flows east 6 miles into English River,"into English River (tributary through Iowa River to the Mississippi) in Washington County, T. 77 N., R. 8 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=443,484,1685,62",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
Gazetteer of Surface Waters of Iowa,Deer Creek,Right,Johnson County,"sec. 35, T. 80 N., R. 8 W.",flows east 7½ miles into Clear Creek,"into Clear Creek (tributary through Iowa River to the Mississippi) in Johnson County, sec. 1, T. 79 N., R. 7 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=335,974,2220,59",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
Gazetteer of Surface Waters of Iowa,Deer Creek,Left,Mills County,"sec. 33, T. 72 N., R. 40 W.",flows southwest 10 miles into West Nishnabotna River,"into West Nishnabotna River (tributary through Nishnabotna River to the Missouri) in Fremont County, T. 70 N., R. 41 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=336,1188,2223,50",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
Gazetteer of Surface Waters of Iowa,Deer Creek,Right,,"Freeborn County, Minn.","flows southeast into Worth County, T. 100 N., R. 19 W.; continuing southeast 14 miles into Cedar River","into Cedar River (tributary through Iowa River to the Mississippi) in Mitchell County, T. 99 N., R. 18 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=333,1397,2220,51",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
Gazetteer of Surface Waters of Iowa,Deer Creek,Right,Plymouth County,"sec. 29, T. 91 N., R. 43 W.",flows south 5 miles into West Fork of Little Sioux,"into West Fork of Little Sioux (tributary through Little Sioux River to the Missouri) in T. 90 N., R. 43 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=333,1604,2226,52",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
Gazetteer of Surface Waters of Iowa,Deer Creek,Left,Tama County,"T. 85 N., R. 16 W.","flows southeast 14 miles to Toledo, continuing southeast 4 miles into Iowa River","into Iowa River (tributary to the Mississippi) at Tama, T. 83 N., R. 15 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020#xywh=333,1815,2226,52",0020_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0020.jpg,C
